ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42029,Chester,42029302703,"Census Tract 3027.03, Chester County, Pennsylvania",4.370541048708,4624,667,1693,151,1639,148,108,60,45,42,196,69,55,50,127,104,743,142,1278,441,255,80,19,25,16,44,533,219,98,45,0,11,0,15,50,39,18,10,2.3,1.3,1.9,1.8,12.0,4.1,1.8,1.6,2.7,1.9,16.1,4.3,27.6,8.7,5.5,1.9,1.2,1.5,0.4,1.0,11.5,4.4,5.8,2.6,0.0,1.6,0.0,0.9,3.1,2.4,0.4,0.2,0.022,0.1335,0.0557,0.0716,0.2741,0.5569,0.0212,0.3681,0.8927,0.0347,0.1096,0.4379,1.843,0.181,0.4385,0.4385,0.4385,0.6026,0.0,0.0,0.2575,0.5431,1.4032,0.173,4.2416,0.0536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13767,303,949,66,66,76,75,245,166,0,11,0,11,146,102,0,11,6.6,1.0,1.4,1.5,1.6,1.6,5.3,3.9,0.0,0.6,0.0,0.6,3.2,2.2,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029302704,"Census Tract 3027.04, Chester County, Pennsylvania",1.960579237658,5104,560,1787,179,1787,179,300,164,99,56,294,110,39,32,80,59,742,165,1125,165,413,121,0,21,47,65,602,194,0,21,0,15,0,21,16,18,5,5,5.9,3.2,3.1,1.8,16.5,5.9,1.1,0.9,1.6,1.2,14.5,3.0,22.0,2.2,8.1,2.3,0.0,1.2,1.0,1.3,11.8,3.6,0.0,1.2,0.0,1.5,0.0,1.2,0.9,1.0,0.1,0.1,0.1134,0.2895,0.1896,0.0402,0.1257,0.7584,0.05,0.2805,0.6398,0.126,0.0,0.6278,1.6741,0.129,0.4475,0.4475,0.4475,0.0,0.0,0.0,0.0697,0.3365,0.4062,0.0177,3.2862,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,218,806,104,90,96,85,245,123,0,15,0,15,157,82,0,15,4.3,0.5,2.0,1.8,1.9,1.6,4.8,2.4,0.0,0.5,0.0,0.5,3.1,1.6,0.0,0.5
42,Pennsylvania,PA,42029,Chester,42029302705,"Census Tract 3027.05, Chester County, Pennsylvania",1.097368679646,3489,335,1413,110,1323,122,272,146,35,27,336,98,118,70,117,102,721,188,700,137,220,78,28,31,43,48,620,233,320,89,0,11,23,26,40,32,151,140,8.1,4.3,1.9,1.5,25.4,7.0,4.8,2.8,3.5,3.0,20.7,5.0,20.1,3.4,6.6,2.4,2.1,2.3,1.3,1.5,17.8,6.5,22.6,6.0,0.0,1.9,1.7,2.0,3.0,2.4,4.3,4.0,0.1978,0.1335,0.5736,0.2845,0.3848,1.5742,0.2308,0.641,0.4874,0.0708,0.1943,0.6832,2.0767,0.2835,0.5788,0.5788,0.5788,0.888,0.0,0.6961,0.2484,0.8587,2.6912,0.7048,6.9209,0.3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,213,418,124,105,189,134,244,146,0,11,0,11,27,31,36,57,6.4,0.6,3.6,3.0,5.4,3.8,7.0,4.0,0.0,0.8,0.0,0.8,0.8,0.9,1.0,1.6
42,Pennsylvania,PA,42029,Chester,42029302706,"Census Tract 3027.06, Chester County, Pennsylvania",2.717753831206,5184,698,2000,186,1939,192,938,306,201,165,637,153,39,24,189,149,760,191,1039,249,319,91,17,30,14,61,529,280,535,129,0,15,27,44,94,56,35,33,18.1,5.4,6.7,5.4,32.9,7.2,1.2,0.8,3.6,2.8,14.7,2.7,20.0,4.0,6.2,2.1,0.9,1.5,0.3,1.2,10.2,5.2,26.8,5.9,0.0,1.4,1.4,2.3,4.8,2.9,0.7,0.6,0.5422,0.7025,0.7884,0.0431,0.3986,2.4748,0.5081,0.2887,0.4795,0.0599,0.087,0.391,1.3061,0.0514,0.4033,0.4033,0.4033,0.9153,0.0,0.6504,0.387,0.6243,2.577,0.6524,6.7612,0.3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13596,366,984,47,38,64,53,35,28,0,15,0,15,383,270,0,15,7.1,1.0,0.9,0.7,1.2,1.0,0.7,0.6,0.0,0.5,0.0,0.5,7.4,5.0,0.0,0.5
42,Pennsylvania,PA,42029,Chester,42029302802,"Census Tract 3028.02, Chester County, Pennsylvania",3.907185830038,4600,332,1869,107,1857,108,173,154,88,82,249,112,69,53,33,52,1314,159,1006,169,415,150,17,28,0,44,224,141,150,51,0,11,0,15,68,55,0,11,3.8,3.3,4.0,3.6,13.4,6.0,2.0,1.5,0.7,1.1,28.6,3.6,21.9,3.3,9.1,3.3,0.9,1.5,0.0,1.0,4.9,3.0,8.0,2.7,0.0,1.5,0.0,0.8,3.7,2.9,0.0,0.2,0.0522,0.4159,0.0897,0.0833,0.0388,0.6799,0.0359,0.9253,0.6319,0.1754,0.087,0.0,1.8196,0.1707,0.2055,0.2055,0.2055,0.6674,0.0,0.0,0.3034,0.0,0.9708,0.0792,3.6758,0.0262,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7887,258,490,103,99,0,11,60,72,0,11,28,44,33,51,0,11,5.6,0.4,2.2,2.2,0.0,0.6,1.3,1.6,0.0,0.6,0.6,0.9,0.7,1.1,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029302803,"Census Tract 3028.03, Chester County, Pennsylvania",1.09664358009,2389,383,1494,232,1434,230,309,221,27,32,471,185,94,99,7,11,1975,401,28,13,510,216,0,15,0,44,40,63,38,52,0,11,8,17,25,22,0,11,12.9,9.0,4.6,5.4,32.8,11.8,4.1,4.2,0.3,0.5,82.7,5.5,1.2,0.5,21.3,7.7,0.0,1.0,0.0,1.8,1.7,2.6,2.5,3.5,0.0,1.8,0.6,1.2,1.7,1.6,0.0,0.5,0.3661,0.4985,0.7863,0.2358,0.0153,1.902,0.3199,1.0,0.0097,0.8775,0.0,0.0,1.8872,0.198,0.0434,0.0434,0.0434,0.4525,0.0,0.4531,0.1324,0.0,1.038,0.093,4.8706,0.1013,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,738,280,535,39,59,0,11,0,11,0,11,0,11,1,3,0,11,11.7,1.9,1.6,2.5,0.0,1.1,0.0,1.1,0.0,1.1,0.0,1.1,0.0,0.1,0.0,1.1
42,Pennsylvania,PA,42029,Chester,42029302804,"Census Tract 3028.04, Chester County, Pennsylvania",2.842975976254,3960,482,1812,257,1761,256,369,287,98,99,559,212,36,31,0,11,1368,473,579,71,420,118,0,15,14,47,245,108,517,107,0,11,6,14,149,62,16,23,9.4,7.2,5.2,5.1,31.7,11.1,1.2,1.0,0.0,0.7,34.5,8.5,14.6,0.2,10.6,3.1,0.0,0.9,0.4,1.2,6.2,2.6,28.5,4.3,0.0,1.5,0.3,0.8,8.5,3.5,0.4,0.6,0.2421,0.5667,0.7594,0.0431,0.0,1.6113,0.2393,0.9763,0.1565,0.2667,0.0,0.4379,1.8374,0.1783,0.2655,0.2655,0.2655,0.9241,0.0,0.3816,0.5912,0.5431,2.44,0.5909,6.1542,0.2706,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2413,390,626,15,24,48,42,138,81,0,11,0,11,44,49,0,11,9.9,1.2,0.4,0.6,1.2,1.1,3.5,2.0,0.0,0.7,0.0,0.7,1.1,1.2,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029302806,"Census Tract 3028.06, Chester County, Pennsylvania",0.338935393578,3158,440,1884,216,1884,216,557,228,74,58,528,185,68,62,257,118,680,215,476,234,488,161,149,112,90,80,492,237,676,198,0,11,27,27,0,11,0,11,17.6,6.8,4.0,3.1,28.0,9.3,2.8,2.5,8.1,3.8,21.5,6.3,15.1,7.1,15.5,4.8,7.9,5.9,3.1,2.7,15.6,7.2,35.9,9.7,0.0,1.4,1.4,1.4,0.0,1.4,0.0,0.3,0.5261,0.4159,0.6562,0.1296,0.8076,2.5354,0.5284,0.6879,0.1715,0.6005,0.7309,0.8414,3.0322,0.8082,0.5375,0.5375,0.5375,0.9516,0.0,0.6504,0.0,0.0,1.602,0.236,7.7071,0.5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,442,368,611,183,134,309,195,0,11,0,11,0,11,0,11,0,11,11.7,1.6,5.8,4.5,9.8,6.1,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9
42,Pennsylvania,PA,42029,Chester,42029302807,"Census Tract 3028.07, Chester County, Pennsylvania",1.864991193314,4055,466,2029,193,1875,226,92,73,38,44,360,162,69,57,17,27,834,193,585,123,383,192,18,30,35,57,462,220,608,211,31,28,43,40,90,143,0,11,2.3,1.8,1.4,1.7,19.2,8.3,2.1,1.7,0.4,0.7,20.6,4.4,14.4,2.5,9.4,4.4,1.0,1.6,0.9,1.4,11.4,5.3,30.0,10.0,1.5,1.3,2.3,2.1,4.8,7.6,0.0,0.3,0.022,0.0832,0.3107,0.09,0.0191,0.525,0.0179,0.6357,0.1471,0.1936,0.0944,0.6049,1.6757,0.1296,0.4352,0.4352,0.4352,0.9311,0.6318,0.7746,0.387,0.0,2.7245,0.721,5.3604,0.1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1743,176,654,42,50,167,116,232,177,0,11,0,11,21,32,0,11,4.3,0.5,1.0,1.3,4.1,2.9,5.7,4.3,0.0,0.7,0.0,0.7,0.5,0.8,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029302901,"Census Tract 3029.01, Chester County, Pennsylvania",3.946020741402,4603,395,1867,191,1784,174,80,53,107,85,243,94,7,9,120,93,774,165,920,149,321,141,61,43,41,51,408,168,226,89,0,11,8,16,44,45,14,8,1.7,1.1,4.1,3.0,13.6,5.1,0.2,0.3,2.6,2.0,16.8,3.5,20.0,2.7,7.0,2.9,3.4,2.4,1.0,1.2,8.9,3.6,12.1,4.6,0.0,1.5,0.4,0.9,2.5,2.5,0.3,0.2,0.0161,0.4295,0.0947,0.0132,0.2606,0.8141,0.0579,0.4083,0.4795,0.0881,0.3628,0.6278,1.9665,0.2303,0.3593,0.3593,0.3593,0.7606,0.0,0.398,0.1995,0.4982,1.8563,0.3261,4.9962,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4245,42,554,25,27,66,53,302,155,0,11,0,11,15,18,0,11,0.9,12.1,0.5,0.6,1.4,1.1,6.6,3.3,0.0,0.6,0.0,0.6,0.3,0.4,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029302902,"Census Tract 3029.02, Chester County, Pennsylvania",4.717900801824,6352,392,2266,171,2218,179,535,202,52,47,474,178,46,41,213,184,1088,221,1481,238,343,143,60,53,14,62,583,267,256,158,0,15,0,21,63,94,139,93,8.4,3.1,1.5,1.4,21.4,7.8,1.1,1.0,3.4,2.9,17.1,3.3,23.3,3.5,5.4,2.2,2.7,2.4,0.2,1.1,9.2,4.2,11.3,6.9,0.0,1.2,0.0,0.9,2.8,4.2,2.2,1.5,0.2093,0.0899,0.4077,0.0402,0.3722,1.1193,0.1238,0.4279,0.7239,0.0332,0.2688,0.3382,1.792,0.1627,0.371,0.371,0.371,0.7474,0.0,0.0,0.2272,0.7632,1.7378,0.2866,5.0201,0.1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6607,144,562,236,134,168,138,119,166,0,15,0,15,56,82,4,9,2.3,0.2,3.7,2.1,2.6,2.2,1.9,2.6,0.0,0.4,0.0,0.4,0.9,1.3,0.1,0.1
42,Pennsylvania,PA,42029,Chester,42029303000,"Census Tract 3030, Chester County, Pennsylvania",3.833125288806,3137,24,1237,99,1214,101,144,108,52,35,221,83,19,15,46,31,412,72,658,130,139,52,36,22,12,43,727,224,240,111,0,11,0,15,9,9,5,5,4.6,3.4,2.8,1.9,18.2,6.7,0.8,0.7,1.5,1.0,13.1,2.3,21.0,4.1,4.4,1.6,3.0,1.8,0.4,1.5,23.2,7.1,19.4,8.8,0.0,2.2,0.0,1.2,0.7,0.8,0.2,0.2,0.0724,0.2451,0.267,0.0287,0.114,0.7272,0.0438,0.2186,0.5577,0.0144,0.3104,0.4379,1.539,0.0958,0.6635,0.6635,0.6635,0.8584,0.0,0.0,0.0559,0.4147,1.329,0.1557,4.2587,0.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,65,81,183,106,45,51,287,104,0,11,0,11,212,160,0,11,2.1,2.6,5.8,3.4,1.4,1.6,9.1,3.3,0.0,0.9,0.0,0.9,6.8,5.1,0.0,0.9
42,Pennsylvania,PA,42029,Chester,42029303100,"Census Tract 3031, Chester County, Pennsylvania",6.32254959417,4204,17,1485,83,1450,75,119,63,205,138,146,60,41,39,134,96,826,175,912,116,226,95,44,35,6,43,486,166,0,15,0,11,9,17,0,11,0,11,2.9,1.5,9.6,6.5,10.1,4.1,1.3,1.3,3.2,2.3,19.6,4.2,21.7,2.8,5.4,2.2,3.0,2.4,0.1,1.1,11.6,3.9,0.0,1.0,0.0,1.8,0.6,1.2,0.0,1.9,0.0,0.3,0.0343,0.856,0.0299,0.0487,0.3475,1.3164,0.1652,0.5794,0.6169,0.0332,0.3104,0.2995,1.8394,0.1795,0.4428,0.4428,0.4428,0.0,0.0,0.4531,0.0,0.0,0.4531,0.0215,4.0517,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,137,107,95,84,103,82,202,92,0,11,0,11,86,71,0,11,3.3,2.5,2.3,2.0,2.5,1.9,4.8,2.2,0.0,0.7,0.0,0.7,2.0,1.7,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029303301,"Census Tract 3033.01, Chester County, Pennsylvania",5.867754642942,3745,458,1173,121,1173,121,819,505,25,22,272,131,191,85,160,216,353,112,1165,335,386,224,196,130,239,223,1304,623,50,88,27,41,103,104,14,17,71,81,22.0,13.3,1.3,1.2,23.2,10.9,9.2,4.1,4.3,5.7,9.4,3.3,31.1,8.1,10.3,5.9,16.7,10.9,7.2,6.6,34.8,16.1,4.3,7.5,2.3,3.5,8.8,8.8,1.2,1.5,1.9,2.2,0.6571,0.0738,0.4874,0.6094,0.4891,2.3168,0.4555,0.0891,0.9543,0.2453,0.937,0.9305,3.1562,0.8493,0.7758,0.7758,0.7758,0.5434,0.6739,0.9836,0.0898,0.7436,3.0343,0.8275,9.2831,0.7674,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,0,1,4,4556,232,655,72,58,1077,611,142,108,0,11,0,11,13,23,0,11,6.3,0.8,1.9,1.6,28.8,16.0,3.8,2.9,0.0,0.7,0.0,0.7,0.3,0.6,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029303302,"Census Tract 3033.02, Chester County, Pennsylvania",9.471819900922,4613,455,2179,249,2135,244,159,122,48,60,381,178,126,113,36,57,1728,353,618,135,606,185,70,102,0,44,742,404,92,68,0,11,0,15,120,80,101,113,3.5,2.7,2.2,2.8,17.8,8.1,3.4,3.0,0.8,1.3,37.5,6.3,13.4,2.6,13.4,4.2,3.3,4.8,0.0,1.0,16.1,8.6,4.2,3.1,0.0,1.3,0.0,0.7,5.6,3.6,2.2,2.4,0.044,0.1661,0.2468,0.1818,0.0476,0.6863,0.0373,0.9865,0.1181,0.4603,0.3523,0.0,1.9172,0.2095,0.5454,0.5454,0.5454,0.539,0.0,0.0,0.4391,0.7632,1.7413,0.2872,4.8902,0.1037,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3018,454,683,401,353,130,117,75,82,0,11,0,11,136,134,0,11,10.1,1.0,8.7,7.7,2.8,2.5,1.6,1.8,0.0,0.6,0.0,0.6,2.9,2.9,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029303401,"Census Tract 3034.01, Chester County, Pennsylvania",0.66603560255,3949,303,1649,178,1535,196,258,139,62,51,480,211,471,172,561,234,561,190,543,118,591,210,22,24,688,231,1797,443,392,179,25,41,42,45,83,66,16,25,6.5,3.5,2.5,2.0,31.3,13.2,17.9,6.3,14.2,5.8,14.2,4.8,13.8,2.8,15.0,5.2,1.4,1.6,18.2,5.9,45.5,10.7,23.8,10.5,1.5,2.4,2.7,2.9,5.4,4.3,0.4,0.6,0.1369,0.2046,0.7491,0.8933,0.9515,2.9354,0.6492,0.267,0.131,0.5617,0.124,0.9868,2.0705,0.2811,0.8271,0.8271,0.8271,0.8954,0.6318,0.8154,0.4273,0.5431,3.313,0.9052,9.146,0.7515,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3709,697,507,170,170,1425,367,17,44,0,11,0,11,185,176,0,11,17.7,1.4,4.3,4.2,36.1,8.6,0.4,1.1,0.0,0.7,0.0,0.7,4.7,4.4,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029303402,"Census Tract 3034.02, Chester County, Pennsylvania",0.399280047362,2233,304,887,137,813,138,329,167,95,81,254,149,182,79,213,113,323,83,547,133,115,47,125,148,220,99,949,183,61,40,0,11,45,31,32,29,24,20,14.9,7.3,7.0,5.6,31.2,17.5,12.3,5.2,9.6,5.2,14.5,4.1,24.5,4.9,5.2,2.2,15.4,18.0,10.4,4.4,42.5,5.8,6.9,4.4,0.0,3.0,5.5,3.7,3.9,3.6,1.1,0.9,0.4349,0.7231,0.7468,0.7578,0.8657,3.5283,0.8118,0.2805,0.7834,0.0285,0.9226,0.9601,2.9751,0.7855,0.8133,0.8133,0.8133,0.6354,0.0,0.9484,0.3205,0.6761,2.5804,0.6545,9.8971,0.8322,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,3,3511,582,413,225,112,685,139,24,26,0,11,0,11,15,25,0,11,26.3,3.6,10.1,5.2,30.7,6.1,1.1,1.2,0.0,1.2,0.0,1.2,0.7,1.1,0.0,1.2
42,Pennsylvania,PA,42029,Chester,42029303501,"Census Tract 3035.01, Chester County, Pennsylvania",6.527263577284,4299,374,1742,166,1633,146,195,145,115,77,231,86,63,70,96,70,1046,154,895,175,190,102,93,68,2,42,468,195,0,15,0,11,0,15,13,19,170,110,4.6,3.4,4.8,3.2,14.1,5.1,2.1,2.3,2.2,1.6,24.3,3.7,20.8,3.6,4.4,2.4,5.7,4.1,0.0,1.0,10.9,4.4,0.0,0.9,0.0,1.6,0.0,0.9,0.8,1.1,4.0,2.5,0.0724,0.5203,0.1096,0.09,0.2083,1.0006,0.0967,0.8206,0.5387,0.0144,0.5906,0.0,1.9643,0.2291,0.4209,0.4209,0.4209,0.0,0.0,0.0,0.0621,0.8505,0.9126,0.0703,4.2984,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7331,95,509,125,82,156,112,167,129,0,11,0,11,20,45,0,11,2.3,0.2,2.9,1.8,3.6,2.5,3.9,3.0,0.0,0.6,0.0,0.6,0.5,1.0,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029303502,"Census Tract 3035.02, Chester County, Pennsylvania",8.927027276208,3155,375,1244,161,1218,169,96,115,53,51,120,90,8,14,17,20,776,318,603,192,235,97,59,64,0,44,483,180,0,15,0,11,0,15,26,42,26,12,3.1,3.7,3.1,2.8,9.9,7.3,0.4,0.6,0.5,0.6,24.6,8.7,19.1,5.6,7.4,3.2,4.8,5.2,0.0,1.4,15.3,5.4,0.0,1.2,0.0,2.2,0.0,1.2,2.1,3.4,0.8,0.4,0.0369,0.2895,0.0287,0.0179,0.0253,0.3983,0.0094,0.8324,0.4121,0.1016,0.5123,0.0,1.8584,0.1848,0.5317,0.5317,0.5317,0.0,0.0,0.0,0.1648,0.6404,0.8052,0.0577,3.5936,0.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,161,535,59,62,119,84,215,119,0,11,0,11,41,45,49,73,5.1,0.6,1.9,2.0,3.8,2.7,6.8,3.8,0.0,0.9,0.0,0.9,1.3,1.4,1.6,2.3
42,Pennsylvania,PA,42029,Chester,42029303801,"Census Tract 3038.01, Chester County, Pennsylvania",9.387625340496,4275,440,1641,171,1610,179,506,307,85,47,357,129,173,134,204,131,690,124,927,168,242,81,70,67,90,94,367,230,0,15,208,75,11,20,18,22,0,11,11.8,7.1,3.3,1.8,22.2,7.6,5.4,4.2,4.8,3.1,16.1,2.7,21.7,3.2,5.7,1.9,4.3,4.1,2.2,2.3,8.6,5.3,0.0,0.9,12.7,4.6,0.7,1.2,1.1,1.3,0.0,0.3,0.3259,0.3136,0.4487,0.3367,0.5505,1.9754,0.3414,0.3681,0.6169,0.0397,0.4593,0.7849,2.2689,0.3942,0.3496,0.3496,0.3496,0.0,0.9014,0.4818,0.0815,0.0,1.4647,0.1898,6.0586,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1615,84,622,24,42,240,212,40,36,0,11,0,11,63,68,0,11,2.0,0.3,0.6,1.0,5.6,5.1,0.9,0.8,0.0,0.6,0.0,0.6,1.5,1.6,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029303803,"Census Tract 3038.03, Chester County, Pennsylvania",4.008275055678,3974,664,1403,232,1357,242,734,738,199,224,345,289,31,31,22,25,529,142,1010,297,324,153,228,274,20,52,365,224,0,15,12,20,0,15,0,11,15,19,18.5,18.3,8.6,8.7,25.4,20.8,1.2,1.2,0.6,0.7,13.3,4.4,25.4,6.2,8.2,3.9,16.8,20.0,0.5,1.4,9.2,5.4,0.0,1.1,0.9,1.4,0.0,1.1,0.0,2.0,0.4,0.5,0.5554,0.8136,0.5736,0.0431,0.0329,2.0186,0.3584,0.228,0.82,0.129,0.9385,0.4818,2.5973,0.5911,0.371,0.371,0.371,0.0,0.578,0.0,0.0,0.5431,1.1211,0.1068,6.108,0.263,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1544,73,942,67,93,88,89,162,172,0,11,0,11,48,62,0,11,1.8,0.4,1.7,2.4,2.2,2.2,4.1,4.4,0.0,0.7,0.0,0.7,1.2,1.6,0.0,0.7
42,Pennsylvania,PA,42029,Chester,42029303804,"Census Tract 3038.04, Chester County, Pennsylvania",5.102838318192,4968,524,1721,204,1693,192,262,210,140,85,140,70,132,116,62,65,411,123,1467,190,206,82,78,55,18,50,1086,464,36,59,0,11,0,15,16,26,10,19,5.3,4.2,5.0,2.9,8.3,4.0,4.0,3.4,1.2,1.3,8.3,2.4,29.5,2.2,4.1,1.6,4.6,3.2,0.4,1.0,21.9,9.0,2.1,3.4,0.0,1.6,0.0,0.9,0.9,1.5,0.2,0.4,0.0932,0.5441,0.0182,0.2279,0.0837,0.9671,0.0882,0.0662,0.9305,0.012,0.4909,0.4379,1.9375,0.2159,0.6448,0.6448,0.6448,0.4267,0.0,0.0,0.0697,0.4147,0.9111,0.07,4.4605,0.0689,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2233,176,750,320,311,163,188,316,181,0,11,0,11,287,225,0,11,3.5,0.4,6.4,6.1,3.3,3.8,6.4,3.6,0.0,0.6,0.0,0.6,5.8,4.6,0.0,0.6
42,Pennsylvania,PA,42029,Chester,42029303901,"Census Tract 3039.01, Chester County, Pennsylvania",3.797450622312,4562,428,1457,130,1437,129,198,178,119,62,215,92,51,54,177,78,777,112,829,135,342,127,69,47,11,46,740,263,72,68,0,11,17,29,77,57,828,309,5.3,4.7,4.6,2.6,15.0,6.3,1.9,1.9,4.0,1.7,17.0,2.6,18.2,2.4,7.8,2.8,4.8,3.2,0.3,1.0,16.2,5.6,4.9,4.6,0.0,1.9,1.2,2.0,5.4,3.8,18.1,6.6,0.0932,0.4985,0.1372,0.0765,0.4536,1.259,0.1526,0.4212,0.3432,0.114,0.5123,0.391,1.7817,0.1592,0.5478,0.5478,0.5478,0.5706,0.0,0.6128,0.4273,0.9546,2.5653,0.6448,6.1538,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1736,311,511,395,209,137,96,47,36,0,11,0,11,121,112,40,49,8.3,0.9,8.7,4.3,3.0,2.0,1.0,0.8,0.0,0.6,0.0,0.6,2.7,2.5,0.9,1.1
