"Facility ID","Facility Name",Address,City/Town,State,"ZIP Code",County/Parish,"Telephone Number","Hospital Type","Hospital Ownership","Emergency Services","Meets criteria for birthing friendly designation","Hospital overall rating","Hospital overall rating footnote","MORT Group Measure Count","Count of Facility MORT Measures","Count of MORT Measures Better","Count of MORT Measures No Different","Count of MORT Measures Worse","MORT Group Footnote","Safety Group Measure Count","Count of Facility Safety Measures","Count of Safety Measures Better","Count of Safety Measures No Different","Count of Safety Measures Worse","Safety Group Footnote","READM Group Measure Count","Count of Facility READM Measures","Count of READM Measures Better","Count of READM Measures No Different","Count of READM Measures Worse","READM Group Footnote","Pt Exp Group Measure Count","Count of Facility Pt Exp Measures","Pt Exp Group Footnote","TE Group Measure Count","Count of Facility TE Measures","TE Group Footnote"
390183,"ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET",COALDALE,PA,18218,SCHUYLKILL,"(570) 645-2131","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,4,1,3,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,9,
390184,"PENN HIGHLANDS CONNELLSVILLE","401 EAST MURPHY AVENUE",CONNELLSVILLE,PA,15425,FAYETTE,"(724) 628-1500","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,1,0,1,0,,11,2,0,2,0,,8,"Not Available",5,12,7,
390185,"LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET",HAZLETON,PA,18201,LUZERNE,"(570) 501-4000","Acute Care Hospitals","Voluntary non-profit - Other",Yes,Y,1,,7,6,0,6,0,,8,6,0,5,1,,11,9,0,8,1,,8,8,,12,11,
390195,"MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE",WYNNEWOOD,PA,19096,MONTGOMERY,"(610) 645-2000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,1,6,0,,8,8,3,4,1,,11,11,0,11,0,,8,8,,12,11,
390198,"MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET",ERIE,PA,16509,ERIE,"(814) 864-4031","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,2,,7,2,0,2,0,,8,3,1,2,0,,11,5,0,5,0,,8,"Not Available",5,12,8,
390199,"PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE",PUNXSUTAWNEY,PA,15767,JEFFERSON,"(814) 938-1800","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,"Not Available",16,7,2,0,2,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,9,
390201,"LEHIGH VALLEY HOSPITAL - POCONO","206 EAST BROWN STREET","EAST STROUDSBURG",PA,18301,MONROE,"(570) 421-4000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,10,1,,8,8,,12,12,
390203,"DOYLESTOWN HOSPITAL","595 WEST STATE ST",DOYLESTOWN,PA,18901,BUCKS,"(215) 345-2200","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,9,1,,8,8,,12,11,
390204,"NAZARETH HOSPITAL","2601 HOLME AVE",PHILADELPHIA,PA,19152,PHILADELPHIA,"(215) 335-6000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,2,,7,5,0,5,0,,8,5,0,5,0,,11,7,0,7,0,,8,8,,12,9,
390211,"SHARON REGIONAL MEDICAL CENTER","740 EAST STATE STREET",SHARON,PA,16146,MERCER,"(724) 983-3911","Acute Care Hospitals",Proprietary,Yes,,2,,7,5,0,5,0,,8,6,1,5,0,,11,8,0,8,0,,8,8,,12,9,
390217,"EXCELA HEALTH - FRICK HOSPITAL","508 SOUTH CHURCH STREET","MOUNT PLEASANT",PA,15666,WESTMORELAND,"(724) 547-1500","Acute Care Hospitals","Voluntary non-profit - Other",Yes,,"Not Available",16,7,2,0,2,0,,8,1,0,1,0,,11,7,0,7,0,,8,8,,12,9,
390219,"EXCELA HEALTH LATROBE HOSPITAL","ONE MELLON WAY",LATROBE,PA,15650,WESTMORELAND,"(724) 832-4000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,5,0,5,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,9,
390222,"RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE",MEDIA,PA,19063,DELAWARE,"(610) 566-9400","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,1,6,1,,8,8,,12,12,
390223,"PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET",PHILADELPHIA,PA,19104,PHILADELPHIA,"(215) 662-8000","Acute Care Hospitals","Voluntary non-profit - Other",Yes,,5,,7,7,2,5,0,,8,7,2,5,0,,11,11,0,10,1,,8,8,,12,10,
390225,"WELLSPAN EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE",EPHRATA,PA,17522,LANCASTER,"(717) 733-0311","Acute Care Hospitals","Voluntary non-profit - Other",Yes,Y,4,,7,5,0,5,0,,8,5,1,4,0,,11,9,0,9,0,,8,8,,12,11,
390226,"PENNSYLVANIA HOSPITAL","800 SPRUCE STREET",PHILADELPHIA,PA,19107,PHILADELPHIA,"(215) 829-3000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,6,2,4,0,,8,8,1,6,1,,11,9,1,8,0,,8,8,,12,11,
390228,"ST CLAIR HOSPITAL","1000 BOWER HILL ROAD",PITTSBURGH,PA,15243,ALLEGHENY,"(412) 942-4000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,10,0,,8,8,,12,11,
390231,"JEFFERSON ABINGTON HOSPITAL","1200 OLD YORK ROAD",ABINGTON,PA,19001,MONTGOMERY,"(215) 481-2000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,2,,7,7,2,4,1,,8,8,1,7,0,,11,11,0,9,2,,8,8,,12,11,
390233,"UPMC HANOVER","300 HIGHLAND AVE",HANOVER,PA,17331,YORK,"(717) 637-3711","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,6,0,6,0,,8,6,0,6,0,,11,10,0,10,0,,8,8,,12,11,
390237,"REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE",SCRANTON,PA,18501,LACKAWANNA,"(570) 348-7100","Acute Care Hospitals",Proprietary,Yes,Y,3,23,7,7,0,7,0,23,8,7,2,5,0,23,11,9,1,7,1,,8,8,,12,11,
390256,"MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE",HERSHEY,PA,17033,DAUPHIN,"(717) 531-8521","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,2,5,0,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,11,
390258,"ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD",LANGHORNE,PA,19047,BUCKS,"(215) 750-2003","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,2,,7,7,0,7,0,,8,7,0,7,0,,11,11,0,10,1,,8,8,,12,12,
390265,"JEFFERSON HOSPITAL","565 COAL VALLEY ROAD","JEFFERSON HILLS",PA,15025,ALLEGHENY,"(412) 469-5000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,7,0,7,0,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,11,
390266,"GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","GROVE CITY",PA,16127,MERCER,"(724) 450-7000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,2,0,2,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,9,
390267,"FORBES HOSPITAL","2570 HAYMAKER ROAD",MONROEVILLE,PA,15146,ALLEGHENY,"(412) 858-2000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,7,0,7,0,,8,6,2,4,0,,11,11,0,11,0,,8,8,,12,11,
390268,"MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE",PA,16803,CENTRE,"(814) 231-7000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,5,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,10,
390270,"GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","WILKES BARRE",PA,18711,LUZERNE,"(570) 826-7300","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,1,6,0,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,11,
390272,"VALLEY FORGE MEDICAL CENTER","1033 WEST GERMANTOWN PIKE",NORRISTOWN,PA,19403,MONTGOMERY,"(610) 539-8500","Acute Care Hospitals",Proprietary,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available",5,12,2,
390278,"EAGLEVILLE HOSPITAL","100 EAGLEVILLE RD",EAGLEVILLE,PA,19403,MONTGOMERY,"(610) 539-6000","Acute Care Hospitals","Voluntary non-profit - Private",No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,1,1,0,,11,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available",5,12,1,
390304,"ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE",PHILADELPHIA,PA,19128,PHILADELPHIA,"(215) 483-9900","Acute Care Hospitals",Proprietary,Yes,,"Not Available",16,7,2,0,2,0,,8,2,0,2,0,,11,5,0,4,1,,8,8,,12,7,
390307,"EDGEWOOD SURGICAL HOSPITAL","239 EDGEWOOD DRIVE EXTENSION",TRANSFER,PA,16154,MERCER,"(724) 646-0400","Acute Care Hospitals",Physician,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,3,0,2,1,,8,"Not Available",5,12,3,
390316,"SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD",WYOMISSING,PA,19610,BERKS,"(717) 999-9999","Acute Care Hospitals",Physician,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,4,
390322,"ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL","3300 TILLMAN DRIVE",BENSALEM,PA,19020,BUCKS,"(215) 244-7400","Acute Care Hospitals",Proprietary,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,3,
390323,"ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE",WASHINGTON,PA,15301,WASHINGTON,"(724) 884-0710","Acute Care Hospitals",Physician,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,3,0,2,1,,8,8,,12,3,
390324,"PHYSICIANS CARE SURGICAL HOSPITAL","454 ENTERPRISE DRIVE",ROYERSFORD,PA,19468,MONTGOMERY,"(610) 495-3330","Acute Care Hospitals",Physician,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,1,1,0,,11,3,1,2,0,,8,8,,12,2,
390325,"OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD",YORK,PA,17402,YORK,"(717) 718-2000","Acute Care Hospitals",Proprietary,No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,3,2,1,0,,8,8,,12,3,
390326,"ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 ST LUKE'S BLVD",EASTON,PA,18045,NORTHAMPTON,"(484) 503-3000","Acute Care Hospitals","Voluntary non-profit - Private",No,Y,5,,7,6,1,5,0,,8,7,2,5,0,,11,10,0,9,1,,8,8,,12,11,
390327,"WELLSPAN SURGERY AND REHABILITATION HOSPITAL","55 MONUMENT ROAD",YORK,PA,17403,YORK,"(717) 812-6100","Acute Care Hospitals","Voluntary non-profit - Private",No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,1,0,1,0,,11,2,1,1,0,,8,"Not Available",5,12,3,
390328,"UPMC EAST","2775 MOSSIDE BOULEVARD",MONROEVILLE,PA,15146,ALLEGHENY,"(412) 357-3000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,5,1,4,0,,8,7,0,7,0,,11,8,0,8,0,,8,8,,12,10,
390329,"JEFFERSON EINSTEIN MONTGOMERY HOSPITAL","559 WEST GERMANTOWN PIKE","EAST NORRITON",PA,19403,MONTGOMERY,"(484) 662-1000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,11,
390330,"ST LUKE'S HOSPITAL - MONROE CAMPUS","100 ST LUKE'S LANE",STROUDSBURG,PA,18360,MONROE,"(272) 212-1000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,5,2,3,0,,8,7,1,6,0,,11,10,0,9,1,,8,8,,12,9,
390331,"WILLS EYE HOSPITAL","840 WALNUT STREET",PHILADELPHIA,PA,19107,PHILADELPHIA,"(215) 440-3100","Acute Care Hospitals","Voluntary non-profit - Private",No,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,1,0,1,0,,8,"Not Available",5,12,2,
390332,"GEISINGER ST. LUKE'S  HOSPITAL","100 PARAMOUNT BOULEVARD",ORWIGSBURG,PA,17961,SCHUYLKILL,"(272) 639-4990","Acute Care Hospitals","Voluntary non-profit - Private",No,,4,,7,4,0,4,0,,8,2,1,1,0,,11,6,0,6,0,,8,8,,12,9,
390333,"AHN EMERUS WESTMORELAND, LLC","6321 ROUTE 30",GREENSBURG,PA,15601,WESTMORELAND,"(787) 295-4735","Acute Care Hospitals",Proprietary,Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,1,0,1,0,,8,"Not Available",5,12,8,
390334,"AHN WEXFORD HOSPITAL","12351 PERRY HIGHWAY",WEXFORD,PA,15090,ALLEGHENY,"(412) 295-3319","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,5,,7,2,0,2,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,9,
390335,"ST LUKE'S HOSPITAL - CARBON CAMPUS","500 ST LUKE'S DRIVE",LEHIGHTON,PA,18235,CARBON,"(610) 377-7001","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,4,0,4,0,,8,6,1,5,0,,11,7,1,5,1,,8,8,,12,9,
390336,"PENN STATE HEALTH HAMPDEN MEDICAL CENTER","2200 GOOD HOPE ROAD",ENOLA,PA,17025,CUMBERLAND,"(717) 981-9000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,"Not Available",16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,3,1,,8,8,,12,8,
390337,"GEISINGER MEDICAL CENTER MUNCY","255 ROUTE 220 HIGHWAY",MUNCY,PA,17756,LYCOMING,"(570) 308-2475","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,7,
390338,"LEHIGH VALLEY HOSPITAL - DICKSON CITY","330 MAIN STREET","DICKSON CITY",PA,18519,LACKAWANNA,"(570) 330-5000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,,4,,7,1,0,1,0,,8,3,0,3,0,,11,3,0,3,0,,8,8,,12,7,
390339,"PENN STATE HEALTH LANCASTER MEDICAL CENTER","2160 STATE ROAD",LANCASTER,PA,17601,LANCASTER,"(223) 287-9000","Acute Care Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,1,0,1,0,,8,4,1,3,0,,11,2,0,2,0,,8,8,,12,6,
390430,"LEHIGH VALLEY HOSPITAL - MACUNGIE","3369 STATE ROUTE 100",MACUNGIE,PA,18062,LEHIGH,"(835) 215-5500","Acute Care Hospitals",Proprietary,Yes,,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available",5,"Not Available","Not Available",5
391300,"GEISINGER JERSEY SHORE HOSPITAL","1020 THOMPSON STREET","JERSEY SHORE",PA,17740,LYCOMING,"(570) 398-3101","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,4,,7,4,0,4,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,8,
391301,"UPMC MUNCY","215 EAST WATER STREET",MUNCY,PA,17756,LYCOMING,"(570) 546-8282","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,2,0,2,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,5,0,5,0,,8,8,,12,6,
391302,"CONEMAUGH MEYERSDALE MEDICAL CENTER","200 HOSPITAL DRIVE",MEYERSDALE,PA,15552,SOMERSET,"(814) 634-5911","Critical Access Hospitals",Proprietary,Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,2,0,2,0,,8,"Not Available",5,12,6,
391303,"FULTON COUNTY MEDICAL CENTER","214 PEACH ORCHARD ROAD",MCCONNELLSBURG,PA,17233,FULTON,"(717) 485-3155","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,3,,7,3,0,3,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,5,0,5,0,,8,"Not Available",5,12,5,
391304,"BUCKTAIL MEDICAL CENTER","1001 PINE STREET",RENOVO,PA,17764,CLINTON,"(570) 923-1000","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available",5,12,2,
391305,"TROY COMMUNITY HOSPITAL","275 GUTHRIE DRIVE",TROY,PA,16947,BRADFORD,"(570) 297-2121","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,3,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,8,
391306,"ENDLESS MOUNTAINS HEALTH SYSTEMS","100 HOSPITAL DRIVE",MONTROSE,PA,18801,SUSQUEHANNA,"(570) 278-3801","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,3,,7,3,0,3,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,5,0,5,0,,8,"Not Available",5,12,3,
391307,"PENN HIGHLANDS TYRONE","187 HOSPITAL DRIVE",TYRONE,PA,16686,BLAIR,"(814) 684-1255","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,3,0,3,0,,8,"Not Available",5,12,6,
391308,"LECOM HEALTH CORRY MEMORIAL HOSPITAL","965 SHAMROCK LANE",CORRY,PA,16407,ERIE,"(814) 664-4641","Critical Access Hospitals","Government - Hospital District or Authority",Yes,,"Not Available",16,7,2,0,2,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,3,0,3,0,,8,"Not Available",5,12,8,
391309,"BARNES-KASSON COUNTY HOSPITAL","2872 TURNPIKE STREET",SUSQUEHANNA,PA,18847,SUSQUEHANNA,"(570) 853-3135","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,1,0,1,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,3,0,3,0,,8,"Not Available",5,12,4,
391312,"PENN HIGHLANDS BROOKVILLE","100 HOSPITAL ROAD",BROOKVILLE,PA,15825,JEFFERSON,"(814) 849-2312","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,1,0,1,0,,8,"Not Available","Not Available","Not Available","Not Available",5,11,6,1,5,0,,8,"Not Available",5,12,7,
391313,"UPMC COLE","1001 EAST SECOND STREET",COUDERSPORT,PA,16915,POTTER,"(814) 274-9301","Critical Access Hospitals","Voluntary non-profit - Private",Yes,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,7,
391314,"TITUSVILLE AREA HOSPITAL","406 WEST OAK STREET",TITUSVILLE,PA,16354,CRAWFORD,"(814) 827-1851","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",16,7,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,8,8,,12,6,
391315,"PENN HIGHLANDS ELK","763 JOHNSONBURG ROAD","SAINT MARYS",PA,15857,ELK,"(814) 788-8000","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,3,,7,4,0,4,0,,8,1,0,1,0,,11,7,1,6,0,,8,8,,12,8,
391316,"UPMC WELLSBORO","32-36 CENTRAL AVENUE",WELLSBORO,PA,16901,TIOGA,"(570) 723-7764","Critical Access Hospitals","Voluntary non-profit - Private",Yes,Y,3,,7,4,0,4,0,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,8,
391317,"CONEMAUGH MINERS MEDICAL CENTER","290 HAIDA AVENUE",HASTINGS,PA,16646,CAMBRIA,"(814) 247-3100","Critical Access Hospitals",Proprietary,Yes,,"Not Available",16,7,"Not Available","Not Available","Not Available","Not Available",5,8,"Not Available","Not Available","Not Available","Not Available",5,11,2,0,2,0,,8,8,,12,7,
391318,"UPMC KANE","4372 ROUTE 6",KANE,PA,16735,"MC KEAN","(814) 837-8585","Critical Access Hospitals","Voluntary non-profit - Private",Yes,,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available","Not Available","Not Available","Not Available",5,"Not Available","Not Available",5,"Not Available","Not Available",5
393302,"UPMC CHILDREN'S HOSPITAL OF PITTSBURGH","ONE CHILDREN'S HOSPITAL DRIVE",PITTSBURGH,PA,15224,ALLEGHENY,"(412) 692-5325",Childrens,"Voluntary non-profit - Other",Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
393303,"CHILDREN'S HOSPITAL OF PHILADELPHIA","3401 CIVIC CENTER BLVD",PHILADELPHIA,PA,19104,PHILADELPHIA,"(215) 590-1000",Childrens,"Voluntary non-profit - Private",Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
393304,"CHILDREN'S HOME OF PITTSBURGH","5324 PENN AVENUE",PITTSBURGH,PA,15224,ALLEGHENY,"(412) 441-4884",Childrens,"Voluntary non-profit - Private",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
393307,"ST CHRISTOPHER'S HOSPITAL FOR CHILDREN","160 EAST ERIE AVE",PHILADELPHIA,PA,19134,PHILADELPHIA,"(215) 427-5000",Childrens,Proprietary,Yes,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
393309,"SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA","3551 N BROAD STREET",PHILADELPHIA,PA,19104,PHILADELPHIA,"(215) 430-4000",Childrens,"Voluntary non-profit - Other",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394001,"NORRISTOWN STATE HOSPITAL","1001 STERIGERE STREET",NORRISTOWN,PA,19401,MONTGOMERY,"(610) 313-1000",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394004,"DANVILLE STATE HOSPITAL","50 KIRKBRIDE DRIVE",DANVILLE,PA,17821,MONTOUR,"(570) 271-4500",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394008,"FRIENDS HOSPITAL","4641 ROOSEVELT BOULEVARD",PHILADELPHIA,PA,19124,PHILADELPHIA,"(215) 831-4600",Psychiatric,Proprietary,No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394012,"CLARKS SUMMIT STATE HOSPITAL","1451 HILLSIDE DRIVE","CLARKS SUMMIT",PA,18411,LACKAWANNA,"(570) 586-2011",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394014,"WERNERSVILLE STATE HOSPITAL","160 MAIN STREET",WERNERSVILLE,PA,19565,BERKS,"(610) 670-4100",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394016,"WARREN STATE HOSPITAL","33 MAIN DRIVE","NORTH WARREN",PA,16365,WARREN,"(814) 723-5500",Psychiatric,"Government - State",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394020,"WELLSPAN PHILHAVEN HOSPITAL","283 SOUTH BUTLER ROAD","MT GRETNA",PA,17064,LEBANON,"(717) 273-8871",Psychiatric,"Voluntary non-profit - Church",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
394023,"BELMONT BEHAVIORAL HOSPITAL","4200 MONUMENT AVENUE",PHILADELPHIA,PA,19131,PHILADELPHIA,"(215) 877-2000",Psychiatric,"Voluntary non-profit - Private",No,,"Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available","Not Available","Not Available","Not Available",19,"Not Available","Not Available",19,"Not Available","Not Available",19
